YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-10,WEEKDAY,5,TRAIN,NS3,11942,1113
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,NS19,19118,14223
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,NS13,23521,13089
2025-10,WEEKDAY,14,TRAIN,TE6,11222,8612
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,EW31,1853,2263
2025-10,WEEKDAY,10,TRAIN,SW2,4778,3822
2025-10,WEEKDAY,8,TRAIN,NS8,58584,20860
2025-10,WEEKDAY,13,TRAIN,PE1,5228,4926
2025-10,WEEKDAY,18,TRAIN,SE3,2979,9138
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,7894,4499
2025-10,WEEKDAY,12,TRAIN,NE1/CC29,35488,75402
2025-10,WEEKDAY,7,TRAIN,TE22,272,1770
2025-10,WEEKDAY,8,TRAIN,BP10,7870,2424
2025-10,WEEKDAY,21,TRAIN,NE17/PTC,34362,49711
2025-10,WEEKDAY,21,TRAIN,EW4,6146,21139
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,EW20,5057,4886
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,EW22,119,48
2025-10,WEEKDAY,6,TRAIN,CC26,2084,14908
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,NS14,16440,10559
2025-10,WEEKDAY,14,TRAIN,EW14/NS26,48210,54466
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,TE22,106,759
2025-10,WEEKDAY,7,TRAIN,PW1,512,2205
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,PW2,24,4
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,NE14,18816,7639
2025-10,WEEKDAY,16,TRAIN,EW28,37038,24857
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,NE13,3427,2373
2025-10,WEEKDAY,9,TRAIN,EW29,4326,17196
2025-10,WEEKDAY,18,TRAIN,NS24/NE6/CC1,96079,83758
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,NS10,8738,20121
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,CE1/DT16,6135,10773
2025-10,WEEKDAY,18,TRAIN,TE24,5254,9207
2025-10,WEEKDAY,13,TRAIN,DT7,4670,5072
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,PW3,358,757
2025-10,WEEKDAY,22,TRAIN,NS8,8202,17261
2025-10,WEEKDAY,14,TRAIN,TE29,2464,3808
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,DT3,135,11
2025-10,WEEKDAY,6,TRAIN,NS4/BP1,70518,42127
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,TE4,2144,2144
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,EW11,9052,10550
2025-10,WEEKDAY,6,TRAIN,SW6,8734,2032
2025-10,WEEKDAY,10,TRAIN,NE11,13589,10955
2025-10,WEEKDAY,0,TRAIN,EW16/NE3/TE17,153,1164
2025-10,WEEKDAY,19,TRAIN,DT25,5246,9458
2025-10,WEEKDAY,20,TRAIN,DT33,7924,34518
2025-10,WEEKDAY,15,TRAIN,PW7,2929,3282
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,CC19/DT9,4879,2746
2025-10,WEEKDAY,13,TRAIN,TE3,14852,12489
2025-10,WEEKDAY,15,TRAIN,DT30,5443,7477
2025-10,WEEKDAY,7,TRAIN,NS10,176023,61598
2025-10,WEEKDAY,12,TRAIN,PW4,4648,3981
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1637,990
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,CC23,2579,2474
2025-10,WEEKDAY,13,TRAIN,SE2,5968,5937
2025-10,WEEKDAY,10,TRAIN,TE27,9272,3383
2025-10,WEEKDAY,19,TRAIN,NS20,70372,39832
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,DT22,4269,4599
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,NE1/CC29,16634,37297
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2567,4223
2025-10,WEEKDAY,20,TRAIN,NS10,25227,61858
2025-10,WEEKDAY,13,TRAIN,NS4/BP1,37321,38261
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,BP11,566,1816
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,EW31,2021,2335
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,DT5,9068,6605
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,NS7,17712,15054
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,TE28,1584,2119
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,PE3,1331,3356
2025-10,WEEKDAY,14,TRAIN,NS19,35587,39606
2025-10,WEEKDAY,12,TRAIN,SE2,5790,4521
2025-10,WEEKDAY,18,TRAIN,EW7,27688,51467
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,CC6,4136,6856
2025-10,WEEKDAY,5,TRAIN,NS16,18332,3115
2025-10,WEEKDAY,22,TRAIN,EW27,20373,49642
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,PW6,108,537
2025-10,WEEKDAY,11,TRAIN,EW27,36082,34523
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,NS3,9743,11438
2025-10,WEEKDAY,0,TRAIN,TE3,94,1810
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,NS10,21060,9957
2025-10,WEEKDAY,23,TRAIN,DT7,512,1392
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,BP8,695,792
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,NE9,12477,9535
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,5893,13800
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,EW3,8951,8173
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,DT23,990,425
2025-10,WEEKDAY,17,TRAIN,CC21,15415,20822
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,DT6,13,340
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,CC17/TE9,2955,2004
2025-10,WEEKDAY,0,TRAIN,NS13,1375,8928
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,NS2,14403,9060
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,PW3,666,215
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,DT10,929,1423
2025-10,WEEKDAY,18,TRAIN,TE14/NS22,163591,132752
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,EW28,1221,9015
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,9993,8872
2025-10,WEEKDAY,10,TRAIN,SW8,2755,1068
2025-10,WEEKDAY,10,TRAIN,NE16/STC,49523,28921
2025-10,WEEKDAY,21,TRAIN,EW24/NS1,108373,33530
2025-10,WEEKDAY,15,TRAIN,CG2,33420,21860
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,EW28,13980,9391
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,SE1,338,123
2025-10,WEEKDAY,14,TRAIN,EW7,12903,15135
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,EW29,5738,3717
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,TE23,608,1412
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,NE7/DT12,23219,25022
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,DT27,4320,2568
2025-10,WEEKDAY,11,TRAIN,BP9,3115,2368
2025-10,WEEKDAY,9,TRAIN,EW17,44894,29803
2025-10,WEEKDAY,21,TRAIN,EW7,6891,24788
2025-10,WEEKDAY,9,TRAIN,PW6,2801,1046
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,PW2,8,1
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,CC25,3485,2375
2025-10,WEEKDAY,21,TRAIN,DT23,4143,4698
2025-10,WEEKDAY,17,TRAIN,NS21/DT11,108014,105681
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,NE18,658,1383
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,BP5,938,878
2025-10,WEEKDAY,22,TRAIN,EW19,5970,16649
2025-10,WEEKDAY,21,TRAIN,PW6,446,1931
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,EW19,2241,6532
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,TE3,4850,5101
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,DT25,2514,2031
2025-10,WEEKDAY,22,TRAIN,CC24,12795,3930
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,NS11,19473,20929
2025-10,WEEKDAY,0,TRAIN,BP13,0,1
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,DT2,1144,1184
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,CC10/DT26,6894,6581
2025-10,WEEKDAY,8,TRAIN,NE17/PTC,132704,26052
2025-10,WEEKDAY,9,TRAIN,DT34,9103,6554
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,CC27,1201,1146
2025-10,WEEKDAY,5,TRAIN,NS8,15580,2478
2025-10,WEEKDAY,8,TRAIN,DT27,20707,39278
2025-10,WEEKDAY,7,TRAIN,NE16/STC,129817,38958
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,EW23,27001,27712
2025-10,WEEKDAY,5,TRAIN,CC8,1360,187
2025-10,WEEKDAY,7,TRAIN,DT13,9622,10230
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,CC8,2579,3655
2025-10,WEEKDAY,10,TRAIN,PW5,2886,1480
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,SE5,413,1505
2025-10,WEEKDAY,20,TRAIN,TE12,3570,3045
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,CC25,66,6
2025-10,WEEKDAY,6,TRAIN,EW30,2489,10830
2025-10,WEEKDAY,17,TRAIN,EW19,35131,31437
2025-10,WEEKDAY,23,TRAIN,DT3,449,3529
2025-10,WEEKDAY,20,TRAIN,CC6,14398,4530
2025-10,WEEKDAY,21,TRAIN,CC25,4694,6485
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,SW2,233,95
2025-10,WEEKDAY,16,TRAIN,CC25,9380,6157
2025-10,WEEKDAY,16,TRAIN,CC2,7835,4599
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,CC12,4029,2873
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,CC21,889,892
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,NE9,12723,7444
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,SE1,1986,1979
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,SW6,464,2067
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,PE4,179,428
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,14749,9332
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,BP7,476,527
2025-10,WEEKDAY,13,TRAIN,BP3,3687,3979
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1659,484
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,NS11,17323,18560
2025-10,WEEKDAY,11,TRAIN,TE16,8359,5854
2025-10,WEEKDAY,6,TRAIN,SW4,7598,1028
2025-10,WEEKDAY,0,TRAIN,TE16,78,442
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,TE22,9388,3455
2025-10,WEEKDAY,23,TRAIN,PW4,675,2121
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,NS16,18616,26200
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,EW10,6512,4912
2025-10,WEEKDAY,11,TRAIN,CC26,4463,2889
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,DT30,3871,3060
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,NE14,6617,16652
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,EW28,7429,17466
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,NS9/TE2,27228,29467
2025-10,WEEKDAY,20,TRAIN,TE14/NS22,111571,37856
2025-10,WEEKDAY,7,TRAIN,NS21/DT11,76596,84322
2025-10,WEEKDAY,5,TRAIN,EW12/DT14,6244,927
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,PW2,237,161
2025-10,WEEKDAY,21,TRAIN,CC14,3661,6795
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,NE13,3554,9124
2025-10,WEEKDAY,12,TRAIN,DT20,8741,6950
2025-10,WEEKDAY,19,TRAIN,BP4,1993,4731
2025-10,WEEKDAY,16,TRAIN,NS9/TE2,52783,81794
2025-10,WEEKDAY,13,TRAIN,PE3,7869,7987
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,CE1/DT16,31913,29145
2025-10,WEEKDAY,12,TRAIN,NS4/BP1,38587,34585
2025-10,WEEKDAY,11,TRAIN,EW17,23736,21853
2025-10,WEEKDAY,8,TRAIN,EW19,59866,29681
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,NS7,16733,8230
2025-10,WEEKDAY,14,TRAIN,BP8,1549,1862
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,SW2,4139,2858
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,30818,27526
2025-10,WEEKDAY,0,TRAIN,CC16,18,188
2025-10,WEEKDAY,6,TRAIN,NS18,16984,8002
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,TE12,1267,768
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,EW26,5464,16935
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,CC12,3789,2737
2025-10,WEEKDAY,14,TRAIN,BP2,2044,2272
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,BP12,990,1241
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,CC24,1959,4537
2025-10,WEEKDAY,8,TRAIN,SE5,7259,2523
2025-10,WEEKDAY,14,TRAIN,NE7/DT12,28003,32367
2025-10,WEEKDAY,8,TRAIN,BP4,5048,16919
2025-10,WEEKDAY,9,TRAIN,EW18,30697,27587
2025-10,WEEKDAY,10,TRAIN,NS20,30485,49171
2025-10,WEEKDAY,22,TRAIN,NS10,10706,47580
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,EW17,11149,11887
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,NS3,2083,169
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,DT23,1424,1473
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,DT29,3032,3042
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,NS21/DT11,29595,28298
2025-10,WEEKDAY,16,TRAIN,EW33,6714,4210
2025-10,WEEKDAY,9,TRAIN,CC8,14848,7795
2025-10,WEEKDAY,22,TRAIN,BP3,810,3384
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,BP13,68,307
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,TE29,872,507
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,PE3,3565,2241
2025-10,WEEKDAY,20,TRAIN,SE1,1778,7355
2025-10,WEEKDAY,0,TRAIN,NS17/CC15,744,2724
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,NE18,6686,6997
2025-10,WEEKDAY,15,TRAIN,SE4,2848,3748
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,EW9,10504,12746
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,NS11,17705,23380
2025-10,WEEKDAY,18,TRAIN,BP8,3738,4409
2025-10,WEEKDAY,13,TRAIN,SE5,4361,3503
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,DT20,2712,3164
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,DT5,8207,7531
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,PW4,1948,1289
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,NS19,19756,19801
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,EW30,1385,4382
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,BP4,209,904
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,CG2,4648,5355
2025-10,WEEKDAY,21,TRAIN,DT20,8308,6328
2025-10,WEEKDAY,12,TRAIN,CC27,7667,5718
2025-10,WEEKDAY,9,TRAIN,NS24/NE6/CC1,15702,50691
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,DT24,2363,1322
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1667,1760
2025-10,WEEKDAY,15,TRAIN,TE12,6571,4901
2025-10,WEEKDAY,18,TRAIN,EW6,19476,38904
2025-10,WEEKDAY,17,TRAIN,NS20,138552,37360
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,NS24/NE6/CC1,25335,16214
2025-10,WEEKDAY,6,TRAIN,DT34,4390,2629
2025-10,WEEKDAY,16,TRAIN,PW5,2439,3110
2025-10,WEEKDAY,16,TRAIN,TE13,6358,5188
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,EW6,5942,7670
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,TE28,1889,2890
2025-10,WEEKDAY,11,TRAIN,NE5,9419,15692
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,5081,13332
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,DT5,2381,6660
2025-10,WEEKDAY,19,TRAIN,TE8,16697,22230
2025-10,WEEKDAY,8,TRAIN,TE1,10093,37414
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,EW1,16763,6624
2025-10,WEEKDAY,9,TRAIN,BP4,2562,13730
2025-10,WEEKDAY,11,TRAIN,NE12/CC13,52986,50834
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,SW3,958,1003
2025-10,WEEKDAY,13,TRAIN,EW21/CC22,29420,29762
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,NS9/TE2,1580,4285
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,NS19,18469,16957
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,3040,2009
2025-10,WEEKDAY,21,TRAIN,NE4/DT19,72645,25772
2025-10,WEEKDAY,19,TRAIN,NE1/CC29,111530,58417
2025-10,WEEKDAY,23,TRAIN,DT8,373,908
2025-10,WEEKDAY,18,TRAIN,PW3,1453,2354
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,PE4,1001,781
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,CC5,4294,922
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,CG2,18069,14829
2025-10,WEEKDAY,12,TRAIN,BP7,1482,1205
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,EW3,5136,3034
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,NS23,5886,21015
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,22558,4226
2025-10,WEEKDAY,17,TRAIN,PE7,4959,7544
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,EW29,14218,6661
2025-10,WEEKDAY,6,TRAIN,TE5,7967,2553
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,TE5,2301,1860
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,DT6,1195,2504
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,33602,6202
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,CC5,1224,183
2025-10,WEEKDAY,6,TRAIN,NE1/CC29,7873,30274
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,22690,7427
2025-10,WEEKDAY,16,TRAIN,CG2,33601,21309
2025-10,WEEKDAY,20,TRAIN,EW16/NE3/TE17,40143,21178
2025-10,WEEKDAY,10,TRAIN,DT21,7121,9925
2025-10,WEEKDAY,0,TRAIN,NE7/DT12,291,781
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,TE12,1193,573
2025-10,WEEKDAY,14,TRAIN,TE14/NS22,77181,77292
2025-10,WEEKDAY,0,TRAIN,TE11,89,340
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,EW12/DT14,19254,40582
2025-10,WEEKDAY,11,TRAIN,EW31,1944,1025
2025-10,WEEKDAY,15,TRAIN,CC14,12026,7283
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,EW32,3199,5598
2025-10,WEEKDAY,18,TRAIN,DT2,9293,7072
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,DT27,3956,3371
2025-10,WEEKDAY,9,TRAIN,TE14/NS22,25025,129490
2025-10,WEEKENDS/HOLIDAY,7,TRAIN,EW7,6023,3595
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,TE1,2558,586
2025-10,WEEKDAY,12,TRAIN,DT31,7709,7765
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,TE24,524,1433
2025-10,WEEKENDS/HOLIDAY,22,TRAIN,DT22,8095,4661
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,TE25,1909,1269
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,DT29,3378,2404
2025-10,WEEKDAY,14,TRAIN,DT13,12125,13079
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1337,2258
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,NS28,18,0
2025-10,WEEKDAY,9,TRAIN,NS7,44715,29936
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,EW26,13237,12641
2025-10,WEEKDAY,11,TRAIN,NS19,39956,29607
2025-10,WEEKDAY,5,TRAIN,NE16/STC,11012,2624
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,NS4/BP1,16385,11585
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,PE7,321,6
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,SE1,190,1278
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,NS3,4777,10757
2025-10,WEEKDAY,6,TRAIN,TE18,1330,3384
2025-10,WEEKDAY,13,TRAIN,PW4,4410,5851
2025-10,WEEKDAY,13,TRAIN,TE11,7453,4254
2025-10,WEEKDAY,12,TRAIN,EW30,2694,1436
2025-10,WEEKDAY,8,TRAIN,NS20,36857,164081
2025-10,WEEKDAY,7,TRAIN,NE8,40828,30052
2025-10,WEEKDAY,15,TRAIN,NS28,2416,2395
2025-10,WEEKDAY,14,TRAIN,CC7,6081,6974
2025-10,WEEKDAY,9,TRAIN,NE17/PTC,62235,25334
2025-10,WEEKDAY,5,TRAIN,SW5,3921,138
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,DT21,4237,4876
2025-10,WEEKDAY,18,TRAIN,EW17,52394,85938
2025-10,WEEKDAY,17,TRAIN,PW7,4653,5514
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,CC2,3896,2540
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,SW6,599,2115
2025-10,WEEKDAY,13,TRAIN,EW15,36850,42657
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,NE16/STC,22754,27117
2025-10,WEEKDAY,13,TRAIN,NS9/TE2,54055,60622
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,BP3,1892,1906
2025-10,WEEKDAY,21,TRAIN,SE2,1726,8606
2025-10,WEEKENDS/HOLIDAY,16,TRAIN,CC28,1813,1758
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,DT21,5647,3808
2025-10,WEEKENDS/HOLIDAY,19,TRAIN,EW3,6694,10545
2025-10,WEEKDAY,21,TRAIN,PE3,2614,7330
2025-10,WEEKDAY,9,TRAIN,NS11,59209,21463
2025-10,WEEKDAY,8,TRAIN,CC27,1599,70246
2025-10,WEEKDAY,7,TRAIN,DT24,16580,8189
2025-10,WEEKDAY,0,TRAIN,CC27,11,21
2025-10,WEEKDAY,8,TRAIN,EW15,19765,229083
2025-10,WEEKDAY,16,TRAIN,EW27,48591,57165
2025-10,WEEKDAY,10,TRAIN,EW3,19534,11981
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,SW1,25,46
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,EW30,1030,584
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,DT7,296,495
2025-10,WEEKDAY,11,TRAIN,SE4,4769,2658
2025-10,WEEKDAY,10,TRAIN,CC5,2862,6322
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,TE7,3043,2560
2025-10,WEEKENDS/HOLIDAY,13,TRAIN,PE7,1908,2077
2025-10,WEEKDAY,15,TRAIN,DT34,4312,3954
2025-10,WEEKDAY,11,TRAIN,NS9/TE2,46100,48810
2025-10,WEEKDAY,17,TRAIN,EW16/NE3/TE17,136243,30085
2025-10,WEEKDAY,22,TRAIN,DT17,10760,2590
2025-10,WEEKDAY,13,TRAIN,BP7,1115,1173
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,SW8,945,936
2025-10,WEEKENDS/HOLIDAY,8,TRAIN,PE1,1997,628
2025-10,WEEKDAY,22,TRAIN,NS13,23271,64710
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,BP12,1139,1007
2025-10,WEEKDAY,23,TRAIN,NS15,3586,5314
2025-10,WEEKENDS/HOLIDAY,10,TRAIN,PW7,1906,963
2025-10,WEEKENDS/HOLIDAY,11,TRAIN,NS14,16624,8716
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,EW18,1276,3553
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,EW5,15032,16445
2025-10,WEEKDAY,10,TRAIN,DT2,3668,1778
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1455,2532
2025-10,WEEKDAY,13,TRAIN,TE29,3012,4142
2025-10,WEEKENDS/HOLIDAY,14,TRAIN,DT13,6793,7466
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,CC11,5877,4782
2025-10,WEEKDAY,11,TRAIN,DT4,2670,1130
2025-10,WEEKDAY,9,TRAIN,PW7,4185,2732
2025-10,WEEKDAY,21,TRAIN,CC11,18086,9425
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,CC6,6984,12672
2025-10,WEEKENDS/HOLIDAY,21,TRAIN,NS16,10871,22710
2025-10,WEEKENDS/HOLIDAY,6,TRAIN,BP12,977,126
2025-10,WEEKDAY,14,TRAIN,TE19,9053,8702
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,NE8,22674,23195
2025-10,WEEKDAY,6,TRAIN,PW7,5129,3093
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,NE5,156,10
2025-10,WEEKENDS/HOLIDAY,5,TRAIN,TE23,23,5
2025-10,WEEKENDS/HOLIDAY,18,TRAIN,EW17,12217,14334
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,NS12,11778,4784
2025-10,WEEKDAY,13,TRAIN,SE4,3837,4195
2025-10,WEEKDAY,13,TRAIN,DT18,20165,19180
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,EW28,29,2811
2025-10,WEEKENDS/HOLIDAY,9,TRAIN,EW29,2962,2985
2025-10,WEEKDAY,18,TRAIN,NE18,31272,28307
2025-10,WEEKDAY,20,TRAIN,DT29,4776,13591
2025-10,WEEKDAY,19,TRAIN,PE2,4305,14714
2025-10,WEEKDAY,22,TRAIN,EW20,4984,11753
2025-10,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,42809,37369
2025-10,WEEKENDS/HOLIDAY,12,TRAIN,DT2,1678,725
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,NE14,73,1563
2025-10,WEEKENDS/HOLIDAY,20,TRAIN,CC5,3096,3005
2025-10,WEEKENDS/HOLIDAY,0,TRAIN,EW4,52,1636
2025-10,WEEKDAY,13,TRAIN,BP4,3170,5093
2025-10,WEEKENDS/HOLIDAY,17,TRAIN,PE2,2777,2619
2025-10,WEEKDAY,20,TRAIN,DT31,5347,15704
2025-10,WEEKENDS/HOLIDAY,23,TRAIN,TE26,1297,1652
